crop,maturity_days,mean_temp_gs_C,temp_flowering_C,seasonal_rain_mm,rain_flowering_mm,humidity_mean_pct,soil_pH,clay_pct,soil_N_status_kg_ha,soil_P_status_kg_ha,soil_K_status_kg_ha,fert_N_kg_ha,fert_P_kg_ha,fert_K_kg_ha,irrigation_events,ndvi_flowering,ndvi_peak,ndvi_veg_slope,yield_t_ha,soil_moisture_pct
mustard,128,29.39,19.8,752.4,241.5,69.2,6.41,13.3,207.4,5.3,95.9,5.0,22.66004991489347,5.0,1,0.665,0.665,0.0046,0.430022364,19.42
sunflower,116,22.42,21.79,504.5,162.4,85.9,6.8,43.6,169.7,19.6,90.2,5.0,13.258590999406545,15.887549777022379,2,0.58,0.58,0.0049,0.605970126,21.34
safflower,139,15.34,10.07,775.5,208.6,64.5,6.87,7.5,143.9,23.2,281.9,5.0,17.715899453647104,5.0,1,0.9,0.9,0.0068,0.478644393,19.95
mustard,138,29.21,29.72,556.7,218.0,42.4,4.92,21.9,160.0,5.3,194.4,5.0,17.90810752700325,5.0,2,0.3,0.425,0.0079,0.430022364,19.42
sunflower,127,28.77,24.73,750.8,165.9,80.3,6.52,31.2,200.8,25.0,106.3,5.0,27.79110039860538,16.90742170442237,3,0.642,0.726,0.0061,1.05478756,26.23
sunflower,113,21.78,29.61,643.0,225.2,41.4,5.5,49.6,91.7,13.9,291.1,5.0,14.802412164039323,5.0,1,0.733,0.733,0.0031,0.332950619,18.36
mustard,109,13.15,12.24,895.9,24.1,58.9,7.88,13.0,152.7,21.4,167.6,5.0,12.765258951990553,5.0,1,0.665,0.665,0.0042,0.430022364,19.42
mustard,132,21.89,24.17,770.9,60.2,89.5,5.39,59.7,95.9,5.9,212.1,10.570354559893842,26.00980510076093,5.0,4,0.759,0.759,0.0073,0.61493198,21.44
mustard,105,23.8,12.42,628.6,101.8,58.1,6.77,32.7,219.2,11.0,244.7,41.965791236628974,59.31255720458263,25.560914695359806,1,0.9,0.9,0.002,2.340755066,40.26
safflower,131,24.05,14.5,747.1,96.4,70.0,6.05,14.2,215.7,14.7,313.1,5.0,17.643238157191906,5.0,1,0.734,0.754,0.0059,0.680425853,22.15
soybean,106,26.9,14.93,792.4,91.3,80.8,5.49,21.3,138.9,19.3,165.5,5.0,22.048304329145573,5.0,0,0.687,0.687,0.0012,0.729777572,22.69
sunflower,114,29.43,13.69,671.3,80.7,49.0,5.15,53.1,141.2,36.3,365.6,5.0,19.144276275589608,5.0,5,0.699,0.785,0.0053,0.829712942,23.78
safflower,138,30.37,31.14,758.5,69.0,55.6,8.4,26.5,123.4,23.7,289.0,5.0,14.261994352757888,5.0,0,0.357,0.483,0.0036,0.3,18.0
mustard,122,13.13,34.66,363.8,74.0,58.0,6.91,18.2,214.7,24.6,125.3,5.0,9.411024711642456,5.0,0,0.622,0.622,0.0037,0.430022364,19.42
sesame,120,17.88,18.36,420.1,95.2,86.9,7.9,59.9,169.7,15.5,389.7,5.0,26.808817266047644,5.0,2,0.634,0.682,0.0051,0.54991209,20.73
sunflower,120,19.13,12.25,691.5,227.4,74.6,7.17,32.9,176.8,35.9,399.5,5.0,10.614971841079807,5.0,5,0.336,0.588,0.0124,0.332950619,18.36
groundnut,111,18.85,16.61,766.9,78.4,80.1,6.05,56.2,216.4,10.7,203.0,5.0,31.98529909107192,5.0,4,0.9,0.9,0.0041,1.31575755,29.08
sunflower,125,31.41,16.76,292.9,113.6,67.4,5.85,33.8,176.1,9.0,325.7,28.83135751291819,46.483646561811554,5.0,2,0.9,0.9,0.0028,1.775958601,34.1
groundnut,139,28.69,23.45,876.7,68.5,50.9,6.81,24.2,85.5,31.9,89.1,26.059123623766784,22.105881756801583,23.211065528645907,5,0.3,0.802,0.0235,0.925820556,24.83
groundnut,130,25.86,11.53,549.9,164.0,70.5,4.85,48.4,170.4,5.8,104.1,5.0,22.788249489109244,10.123731357829628,3,0.83,0.83,0.0023,0.774949411,23.18
sunflower,98,23.64,10.81,910.5,178.3,80.6,4.76,22.7,168.1,26.1,399.7,19.979258810540514,36.89469592351785,5.0,2,0.779,0.779,0.0027,1.384408673,29.83
sunflower,96,31.95,20.44,682.9,38.1,37.2,6.25,48.0,130.5,27.9,190.2,5.0,21.77683146971501,5.0,5,0.831,0.831,0.0087,0.393547631,19.02
sunflower,97,23.34,20.48,810.3,222.2,82.2,7.44,17.5,171.0,7.9,308.4,5.0,37.31909532752996,5.0,5,0.593,0.872,0.0115,0.982204325,25.44
niger seed,117,31.21,26.11,811.9,128.3,64.0,6.95,12.2,128.6,16.1,206.8,5.0,20.186686542092737,5.0,5,0.798,0.798,0.0089,0.573710311,20.99
soybean,115,12.72,15.05,317.5,105.6,45.1,5.48,34.5,119.6,37.8,86.8,5.0,8.609423463445877,5.0,4,0.494,0.742,0.0152,0.418810658,19.3
sunflower,119,12.68,28.88,949.7,139.6,84.8,5.71,40.6,168.2,37.5,215.9,5.0,27.67593028188263,5.0,1,0.812,0.812,0.0037,1.094741635,26.67
sunflower,98,15.03,33.28,658.2,179.9,88.3,6.36,32.0,162.5,29.4,358.2,20.323172845639476,41.10331826428063,5.0,2,0.9,0.9,0.0042,1.550218081,31.64
mustard,100,20.5,29.27,355.3,232.9,52.6,7.58,30.0,208.8,10.1,298.7,5.0,18.234631671868378,5.0,1,0.507,0.734,0.0176,0.430022364,19.42
soybean,102,20.86,17.69,807.4,184.6,69.6,7.56,20.4,142.3,31.7,150.3,73.56460648656946,61.56582875957468,61.507372608129074,3,0.9,0.9,0.0033,2.5,42.0
sunflower,124,18.7,13.45,404.7,246.0,68.2,5.32,10.6,142.9,12.6,159.8,5.0,25.736171973518932,5.0,5,0.578,0.578,0.0039,0.751136596,22.92
mustard,129,16.17,18.41,252.8,29.5,88.1,8.24,19.8,196.5,29.0,326.2,5.0,14.770765337430705,5.0,3,0.794,0.794,0.0047,0.430022364,19.42
soybean,118,12.22,30.19,785.0,124.4,37.7,8.15,12.2,128.2,14.4,186.6,12.262158384326295,24.97370325538037,5.0,3,0.9,0.9,0.0048,1.02713314,25.93
groundnut,146,17.2,22.18,373.2,12.0,58.7,6.29,59.3,143.2,30.0,343.7,31.324641289534565,38.98802070309521,5.0,4,0.8,0.8,0.0057,1.613470639,32.33
soybean,120,29.08,30.27,565.2,192.7,45.3,4.54,16.4,123.5,27.5,167.2,5.0,21.16608283173208,5.0,1,0.448,0.632,0.0082,0.418810658,19.3
castor,137,17.36,10.2,917.1,124.1,60.8,6.13,34.0,139.5,28.6,166.0,15.485122519004825,29.29539676459916,5.0,0,0.729,0.86,0.0051,1.050252011,26.18
mustard,122,18.69,20.68,629.7,170.0,35.6,5.33,19.2,193.0,38.6,319.1,5.0,18.946046819482177,5.0,3,0.693,0.694,0.0037,0.550428625,20.73
soybean,105,15.9,24.71,680.8,146.4,64.0,7.26,40.8,90.8,24.3,288.6,41.176992183412295,38.32221736915184,5.0,2,0.9,0.9,0.0026,1.151729311,27.29
groundnut,141,19.2,22.88,387.8,24.8,60.7,5.65,8.2,195.6,18.0,179.1,5.0,19.61808889469872,5.0,2,0.748,0.748,0.0086,0.809869142,23.56
mustard,131,31.25,30.38,316.7,29.6,40.5,4.54,30.3,213.9,7.6,364.2,5.0,28.076887064760093,5.0,4,0.463,0.538,0.0085,0.430022364,19.42
sunflower,123,23.25,32.64,392.7,199.8,67.5,5.97,46.0,87.9,13.8,283.1,5.0,18.360041707288328,5.0,2,0.553,0.809,0.0087,0.332950619,18.36
mustard,133,19.67,27.95,300.1,181.7,61.7,6.18,32.7,179.1,23.4,242.7,5.0,19.31259810295581,5.0,4,0.619,0.828,0.0088,0.430022364,19.42
mustard,104,15.27,13.52,488.2,1.3,47.3,8.13,30.2,170.3,22.3,197.9,5.0,12.387012019525132,5.0,2,0.83,0.83,0.0098,0.430022364,19.42
mustard,124,13.69,11.96,693.6,221.3,89.2,4.93,18.4,214.5,19.4,259.9,5.0,18.404887035476975,5.0,5,0.384,0.653,0.0093,0.430022364,19.42
castor,128,19.0,31.73,366.5,132.5,43.5,7.76,57.7,114.4,5.1,399.4,30.805996575055676,35.22717102743177,5.0,5,0.869,0.869,0.0046,1.335092497,29.29
mustard,125,15.36,19.44,310.0,174.9,40.3,7.73,7.1,192.7,38.3,272.3,5.0,24.272701965066037,5.0,3,0.9,0.9,0.0065,0.970417134,25.31
sunflower,119,28.23,29.1,906.0,70.5,45.2,7.76,25.0,164.2,6.4,273.1,5.0,17.358575896836516,5.0,5,0.509,0.526,0.0066,0.332950619,18.36
groundnut,146,19.56,26.85,763.7,81.1,51.2,6.51,12.7,128.0,39.5,225.4,27.234002634024975,29.92817029961291,5.0,1,0.807,0.807,0.0034,1.307251461,28.99
mustard,132,31.03,11.54,260.6,178.3,53.7,5.13,53.3,81.6,30.6,166.5,26.288906257134336,28.675843765718753,5.0,0,0.67,0.67,0.002,0.923114674,24.8
sunflower,119,17.64,34.87,504.7,78.9,54.5,4.77,6.8,118.3,31.7,229.3,5.1425022133198395,20.428230351445606,5.0,4,0.667,0.689,0.0041,0.854351288,24.05
mustard,138,13.81,19.07,399.3,124.4,66.8,7.56,6.2,89.2,17.8,217.6,104.55234837665675,52.17046400878851,35.655450723746284,5,0.543,0.871,0.0109,2.435359986,41.29
soybean,103,21.8,30.46,333.5,92.3,52.3,7.61,37.5,195.9,20.8,361.8,5.0,14.103144179887833,5.0,1,0.503,0.817,0.0165,0.418810658,19.3
soybean,112,31.7,22.22,799.9,60.3,62.6,6.11,10.4,137.5,6.6,332.0,5.0,25.016950138973534,5.0,2,0.528,0.528,0.0057,0.520372243,20.4
sunflower,95,23.32,27.14,603.3,205.3,71.2,6.67,41.9,147.1,35.4,387.2,32.968606264146224,50.983102347416896,5.0,0,0.746,0.746,0.0035,1.749322551,33.81
castor,131,17.65,14.67,302.2,87.8,54.9,6.61,36.2,145.9,23.2,104.9,5.0,28.314789469525774,6.709739172635366,0,0.619,0.619,0.0025,0.810161055,23.57
soybean,98,17.57,30.67,504.4,122.8,71.3,5.8,34.5,104.4,35.8,397.8,5.0,17.020840210599488,5.0,1,0.814,0.884,0.0083,0.455456591,19.7
groundnut,125,31.57,17.67,825.3,185.9,57.4,6.59,44.8,199.1,16.2,385.6,5.0,12.177630501346698,5.0,4,0.709,0.709,0.0067,0.3133822,18.15
sunflower,108,17.88,22.59,333.6,12.8,46.9,7.61,31.9,194.1,11.0,131.0,5.0,27.023682326261977,5.0,5,0.712,0.712,0.0014,0.465464965,19.81
mustard,131,18.25,12.69,838.9,125.2,40.7,7.39,52.5,217.3,8.7,161.7,15.396432559961228,50.41056625233818,22.454256050608667,1,0.863,0.863,0.0031,1.794626664,34.31
mustard,101,20.91,17.09,476.3,212.6,43.1,4.66,42.6,212.0,34.5,386.6,27.5005687218914,51.331314117780536,5.0,2,0.9,0.9,0.0044,2.064107345,37.24
niger seed,144,30.81,24.74,559.6,124.9,54.7,5.43,30.2,166.9,7.4,222.8,5.0,34.54485940865603,5.0,5,0.791,0.791,0.003,1.071582023,26.42
groundnut,140,21.36,31.76,881.9,112.9,37.3,5.6,15.3,191.4,23.3,268.4,5.0,23.997857089956856,5.0,1,0.9,0.9,0.0046,1.05341188,26.22
mustard,133,13.7,18.04,624.0,191.4,61.7,6.92,17.8,133.9,12.0,225.3,41.53223666459588,44.037914762329564,5.0,1,0.685,0.685,0.0073,1.588215929,32.05
safflower,126,12.16,14.09,493.4,212.2,57.5,6.86,17.0,203.8,37.2,242.3,5.0,7.210480216450379,5.0,2,0.581,0.581,0.0034,0.469259209,19.85
sunflower,119,18.87,33.94,832.3,17.2,49.5,7.15,15.3,137.7,36.9,231.7,5.0,13.170136559073903,5.0,4,0.848,0.848,0.005,0.332950619,18.36
sunflower,124,18.15,25.87,828.6,3.3,72.0,8.0,45.0,117.0,10.3,265.4,5.0,16.57609222528173,5.0,1,0.411,0.59,0.0076,0.332950619,18.36
soybean,104,29.72,17.28,576.5,202.1,71.9,4.87,10.0,189.0,24.3,304.6,5.0,11.889024729926257,5.0,4,0.456,0.456,0.0083,0.418810658,19.3
sunflower,128,19.32,21.51,653.2,128.3,77.9,5.06,23.8,156.4,27.2,390.7,5.0,17.419874530611228,5.0,2,0.741,0.741,0.0015,0.384890915,18.93
mustard,133,16.44,25.33,445.5,128.4,68.8,8.34,27.7,98.4,37.5,291.9,5.0,10.562738095834623,5.0,3,0.566,0.566,0.0029,0.430022364,19.42
groundnut,116,27.12,17.5,560.3,225.8,56.4,6.82,11.2,157.1,22.4,175.9,5.0,23.32374589937128,5.0,0,0.329,0.894,0.0221,0.868516382,24.2
sunflower,129,22.34,22.1,645.1,183.0,72.4,8.29,24.0,114.3,17.9,132.3,42.85452690638913,42.56333328181249,27.68236887462566,3,0.779,0.779,0.0043,1.548220377,31.62
mustard,120,27.29,12.31,525.5,232.8,47.6,8.42,28.4,173.5,37.8,195.7,5.0,11.838724701662217,5.0,5,0.623,0.623,0.0053,0.430022364,19.42
niger seed,148,17.07,27.39,788.0,165.5,37.3,5.19,18.3,170.3,28.7,303.9,5.0,19.734179578931474,5.0,0,0.779,0.779,0.0071,0.661995702,21.95
safflower,128,28.37,32.83,769.7,159.4,53.3,5.09,22.1,82.8,17.4,205.7,5.0,18.654192383127018,5.0,5,0.613,0.717,0.0039,0.368548964,18.75
niger seed,140,30.01,21.23,637.5,99.8,42.1,5.05,40.6,96.3,11.5,333.6,5.0,11.420382274790525,5.0,4,0.548,0.548,0.0054,0.3,18.0
groundnut,134,26.68,14.9,672.8,130.1,76.2,5.1,12.2,113.7,31.9,145.1,23.66805497958963,23.782087077862222,5.0,4,0.445,0.866,0.0141,1.062365657,26.32
groundnut,145,24.05,14.5,490.4,95.4,75.8,4.61,17.2,148.8,39.9,83.7,19.99409542817889,28.87694205497318,37.0025962081101,2,0.463,0.712,0.0113,1.262034887,28.49
sunflower,114,25.22,34.31,327.9,52.7,56.4,6.32,49.1,215.9,7.1,269.2,5.0,15.659452770673223,5.0,1,0.446,0.496,0.0022,0.332950619,18.36
groundnut,147,24.24,13.25,534.7,73.5,46.0,4.53,28.2,158.0,12.8,130.6,5.0,26.402158397888506,5.0,4,0.333,0.664,0.0107,0.748088079,22.89
niger seed,113,18.38,14.8,835.2,232.1,63.9,5.83,31.4,174.3,16.9,391.1,5.0,29.18983576099781,5.0,1,0.9,0.9,0.0026,0.681679002,22.16
sunflower,103,25.79,20.7,919.9,98.8,81.1,8.45,56.2,176.5,29.5,214.7,16.890100842494743,37.3493368935689,5.0,2,0.601,0.691,0.0044,1.518920723,31.3
mustard,110,19.48,11.45,408.4,155.7,89.7,7.32,52.1,136.2,12.4,192.4,5.0,17.121698988539016,5.0,5,0.338,0.665,0.0224,0.430022364,19.42
mustard,111,21.16,32.47,861.2,229.8,74.5,7.12,30.1,145.2,7.4,149.9,5.0,25.246960157027473,5.0,3,0.38,0.778,0.0132,0.875812214,24.28
sunflower,129,21.54,30.06,365.1,174.8,75.8,6.5,47.4,213.5,35.3,159.6,5.0,10.415044452868058,5.0,2,0.438,0.692,0.0117,0.476785286,19.93
sunflower,128,23.42,19.34,380.6,166.7,79.6,7.81,32.2,202.8,34.8,207.1,5.0,28.505870207789687,5.0,5,0.812,0.812,0.0039,1.037474128,26.05
sunflower,115,19.2,12.58,802.1,186.5,53.0,5.23,35.6,177.9,8.0,332.6,5.0,26.498290326896424,5.0,0,0.764,0.824,0.011,0.815729016,23.63
sunflower,118,25.72,28.37,700.2,231.9,82.1,5.39,31.1,162.8,20.9,130.9,5.0,27.061956434325527,5.958888034676552,1,0.349,0.671,0.0086,0.744477584,22.85
mustard,134,13.84,24.74,779.1,70.9,60.6,6.32,28.4,144.6,8.6,271.6,5.0,22.179373194519513,5.0,0,0.551,0.786,0.0083,0.430022364,19.42
mustard,129,26.65,19.21,897.5,58.8,39.9,7.48,32.9,202.2,30.6,248.8,5.0,16.731338146583536,5.0,0,0.9,0.9,0.0073,0.430022364,19.42
sunflower,117,19.19,28.28,463.6,228.8,83.9,5.7,50.8,150.6,30.6,206.1,5.0,17.344220247461912,5.0,1,0.384,0.51,0.0068,0.870998819,24.23
groundnut,124,16.66,31.85,778.4,150.2,54.1,5.03,33.9,99.6,17.1,215.7,30.472310068780196,33.82838088142434,5.0,3,0.722,0.896,0.0114,1.117431386,26.92
soybean,103,25.51,32.92,799.4,88.3,89.8,7.6,8.1,93.2,21.4,86.1,5.0,11.28828653573126,5.0,2,0.69,0.69,0.0047,0.418810658,19.3
soybean,104,26.99,16.94,562.1,84.8,88.5,4.92,49.1,158.3,5.2,323.5,5.0,10.826558969227861,5.0,1,0.579,0.766,0.0062,0.418810658,19.3
soybean,109,19.1,25.18,836.0,126.9,77.3,6.88,11.8,123.8,15.2,378.2,28.926479647515478,39.1026712577015,5.0,1,0.571,0.631,0.0036,1.421862186,30.24
mustard,109,26.31,20.58,487.2,200.1,73.0,5.03,13.3,136.9,35.4,103.4,23.371552532233704,35.840698130338396,24.549980677763735,4,0.642,0.698,0.0066,1.255665302,28.43
mustard,116,30.84,33.76,295.6,231.1,39.6,7.67,9.7,134.0,16.1,304.0,5.0,19.0162412025615,5.0,2,0.76,0.76,0.0041,0.430022364,19.42
soybean,111,31.84,27.75,768.0,45.7,38.4,5.06,19.1,104.1,11.3,216.9,5.0,13.515014597741466,5.0,0,0.748,0.748,0.0051,0.418810658,19.3
soybean,96,21.94,23.03,478.7,209.4,37.5,4.5,23.8,157.0,25.2,97.1,5.0,25.241329357922353,5.0,4,0.495,0.604,0.005,0.426139845,19.38
soybean,114,18.52,11.1,507.9,203.5,44.4,6.02,28.5,210.2,6.7,217.6,5.0,36.9527300057377,5.0,4,0.896,0.896,0.0062,1.141259044,27.18
groundnut,142,26.31,18.7,544.5,211.7,79.4,8.42,47.5,174.2,20.9,343.1,5.0,13.046237196497906,5.0,0,0.488,0.514,0.0018,0.47768401,19.94
groundnut,140,18.09,27.69,400.2,208.3,86.8,6.37,28.6,213.3,22.0,385.2,5.0,5.0,5.0,5,0.312,0.595,0.0102,0.3133822,18.15
sunflower,116,26.86,14.07,842.2,67.2,82.1,6.85,19.4,190.1,20.7,231.8,5.0,30.72868726594665,5.0,2,0.9,0.9,0.0066,1.166658968,27.45
niger seed,144,23.03,27.07,884.3,108.0,57.1,8.45,32.3,138.9,32.3,105.8,5.0,5.0,5.0,5,0.37,0.402,0.0023,0.3,18.0
safflower,120,21.59,29.29,824.8,153.2,81.4,7.65,55.7,99.1,17.1,213.2,5.0,9.79047367980329,5.0,4,0.48,0.727,0.0183,0.328481446,18.31
soybean,104,21.04,20.42,458.1,213.7,41.7,4.64,47.5,197.3,22.8,297.7,5.0,10.976148468261176,5.0,3,0.456,0.499,0.0031,0.552830069,20.76
soybean,117,15.94,24.9,838.0,40.6,56.7,5.61,42.0,193.9,20.9,88.3,5.0,30.45322147197606,34.3872676158325,5,0.9,0.9,0.0031,1.253290895,28.4
mustard,102,23.23,20.91,542.8,213.1,56.4,7.81,45.5,137.6,25.2,86.4,5.0,12.339640678211193,10.304397316760145,2,0.87,0.87,0.0031,0.430022364,19.42
soybean,99,30.45,28.87,414.4,175.1,40.5,6.38,30.1,212.0,25.3,371.7,5.0,17.196019475191676,5.0,5,0.693,0.693,0.0022,0.711978119,22.49
sunflower,128,15.79,15.27,308.6,149.4,48.7,4.66,16.6,90.6,38.1,377.4,5.0,18.67572631974941,5.0,1,0.591,0.591,0.0032,0.332950619,18.36
groundnut,115,20.51,25.42,903.6,214.5,83.4,5.91,5.5,186.2,33.0,169.6,5.0,9.566252437474219,5.0,3,0.398,0.467,0.0048,0.3133822,18.15
sunflower,109,12.46,22.87,658.7,146.7,79.8,7.52,27.1,135.3,14.9,271.0,33.75474683577144,47.769480820112236,5.0,3,0.9,0.9,0.0049,1.616808205,32.37
mustard,124,17.31,20.44,317.1,152.0,84.1,8.18,29.9,143.9,35.3,177.8,5.0,14.620592208424357,5.0,4,0.535,0.747,0.0074,0.430022364,19.42
mustard,130,20.87,22.95,668.9,141.0,50.6,7.6,21.4,163.2,22.7,123.1,5.0,27.4838882920399,16.472501067043513,4,0.729,0.854,0.0044,1.037787304,26.05
sunflower,109,23.6,13.3,441.5,153.8,42.0,7.53,30.5,122.1,8.9,110.5,26.6608147634105,33.19377461061491,30.86055886728599,3,0.77,0.77,0.0061,1.219931067,28.04
sunflower,129,19.64,26.75,582.1,168.5,49.6,7.29,15.6,143.3,28.5,209.2,5.0,16.893837196157676,5.0,3,0.446,0.659,0.011,0.332950619,18.36
soybean,101,16.32,31.66,423.1,84.3,42.5,7.98,16.5,110.1,16.8,178.6,5.0,14.254497011861421,5.0,0,0.831,0.831,0.0032,0.529795483,20.51
sunflower,102,21.7,16.16,792.6,11.8,62.0,5.31,56.7,84.3,32.6,171.4,28.465563164000255,23.06861886518016,5.0,2,0.876,0.876,0.0043,1.001515461,25.65
groundnut,134,15.05,10.44,568.5,207.1,67.1,6.25,16.2,111.1,5.9,175.3,5.0,13.211499714280517,5.0,1,0.47,0.47,0.009,0.3133822,18.15
soybean,103,21.57,18.72,378.6,42.7,89.1,8.4,12.7,110.4,22.8,133.7,21.038709515868685,24.712005088373726,5.0,4,0.747,0.747,0.0036,0.862749956,24.14
mustard,133,13.04,20.61,675.2,21.5,59.8,7.41,45.4,119.5,30.1,214.1,5.0,13.049880131372813,5.0,0,0.738,0.738,0.0012,0.573363151,20.98
sunflower,99,16.55,11.39,805.1,57.5,86.4,7.26,40.6,163.4,36.1,103.8,5.0,13.758177479132748,5.0,4,0.489,0.489,0.0043,0.332950619,18.36
sunflower,98,16.12,12.74,785.6,236.8,62.2,6.7,16.9,204.6,37.8,138.7,5.0,13.956309380811108,5.0,0,0.646,0.648,0.0052,0.332950619,18.36
sunflower,119,26.16,21.14,803.4,128.9,88.5,4.84,32.8,155.8,14.9,122.3,17.997559970237145,35.49799402516832,37.50511926241443,5,0.743,0.743,0.0081,1.421699142,30.24
groundnut,149,17.39,22.07,524.7,111.3,44.4,6.22,19.3,187.9,18.7,98.0,15.39414710923494,42.1291256157391,42.14230543626323,0,0.9,0.9,0.0047,1.536915845,31.49
soybean,119,16.9,29.62,937.4,179.0,43.9,6.58,31.1,145.4,22.5,382.5,5.0,24.54412781577602,5.0,5,0.478,0.752,0.0082,1.01456882,25.8
mustard,125,24.59,17.2,438.2,125.9,36.3,6.72,20.1,170.1,32.5,244.1,65.51703358615885,59.19732943755274,32.16901144762515,4,0.748,0.748,0.0047,2.5,42.0
groundnut,133,12.78,32.2,632.8,52.1,77.5,5.69,58.7,184.8,14.3,130.7,5.0,29.510624870397574,5.0,3,0.455,0.615,0.0042,0.809421453,23.56
soybean,106,16.19,22.07,623.1,208.5,88.3,5.22,16.8,121.6,13.7,361.6,25.08374167024692,37.9762882422287,5.0,2,0.758,0.758,0.0041,1.377887066,29.76
sunflower,112,12.35,13.65,681.2,17.7,69.6,6.4,23.2,127.6,11.2,264.9,47.16729531422949,45.000315958700604,5.0,4,0.777,0.777,0.0015,1.711366181,33.4
groundnut,126,25.69,16.13,537.6,239.5,43.7,6.93,12.8,86.6,8.1,299.2,54.45554940303286,50.79886464021703,5.0,5,0.859,0.859,0.0024,1.522589801,31.34
sesame,146,19.81,11.47,894.8,117.6,86.2,5.49,14.2,180.0,19.5,343.8,5.0,14.105125991317408,5.0,0,0.5,0.5,0.003,0.3,18.0
groundnut,122,15.43,12.89,892.3,128.3,49.2,6.96,58.1,130.9,28.4,306.5,5.0,13.294059748423376,5.0,1,0.661,0.661,0.0034,0.557372627,20.81
sunflower,99,16.57,25.56,287.8,153.3,49.9,7.3,9.2,197.6,10.0,162.6,5.0,11.73351699080918,5.0,2,0.503,0.503,0.0015,0.332950619,18.36
safflower,135,21.77,24.77,819.6,96.7,43.2,7.63,18.2,192.7,24.4,350.4,5.0,23.18947450240143,5.0,1,0.538,0.613,0.0126,0.417279728,19.28
soybean,121,19.34,17.33,318.9,166.6,71.2,7.79,33.4,210.5,11.1,354.8,5.0,32.85558138106314,5.0,2,0.597,0.891,0.0166,1.271090348,28.59
sunflower,98,29.45,25.49,493.9,71.9,51.0,5.75,30.8,141.1,36.3,337.5,5.0,7.32949436541055,5.0,3,0.3,0.413,0.0036,0.332950619,18.36
soybean,116,19.17,30.77,751.3,5.1,48.2,8.07,31.5,134.4,13.8,313.6,5.0,16.558306029916974,5.0,5,0.774,0.844,0.0024,0.418810658,19.3
sesame,141,22.79,28.59,526.4,238.2,40.7,6.8,20.4,155.4,35.9,84.1,5.0,13.780852397088244,5.0,2,0.577,0.792,0.0077,0.368481696,18.75
mustard,128,29.95,16.8,915.5,211.1,68.9,8.34,17.8,147.7,24.2,124.0,5.0,9.782306934704732,5.0,1,0.848,0.848,0.0026,0.430022364,19.42
soybean,111,27.37,14.64,347.7,223.3,77.1,5.61,23.8,110.4,36.6,391.1,15.751099444700822,19.261330084464646,5.0,2,0.899,0.899,0.0076,0.803069438,23.49
soybean,99,22.82,22.76,740.7,133.3,74.3,6.54,34.8,170.3,22.6,94.2,5.0,9.46243562136047,6.060459309006127,2,0.395,0.408,0.0033,0.418810658,19.3
mustard,121,13.09,15.09,265.5,6.0,73.8,5.67,22.5,170.6,19.5,106.0,5.0,14.964354966095527,5.0,1,0.385,0.412,0.0023,0.430022364,19.42
safflower,135,21.83,28.88,698.1,100.0,56.2,5.05,58.5,104.9,11.6,368.9,18.05308795546456,30.792837865984527,5.0,0,0.444,0.778,0.0213,0.904948337,24.6
soybean,117,21.72,12.71,515.6,200.8,53.2,6.02,58.9,112.7,20.4,391.2,88.96102679898028,59.5556371494277,5.0,2,0.812,0.812,0.003,2.482500178,41.81
castor,148,18.99,13.18,487.3,218.1,49.0,6.4,56.2,108.7,31.9,82.8,18.984457214812533,30.356787487892554,16.99094046198681,0,0.561,0.71,0.0072,0.866195249,24.18
soybean,122,20.04,11.57,794.7,192.7,45.3,6.66,8.8,198.3,28.4,142.8,5.0,28.474965161387534,19.46877083543772,3,0.447,0.732,0.0066,1.248055762,28.34
mustard,109,23.21,30.69,595.4,86.4,43.3,8.33,10.2,191.7,23.4,134.3,5.0,15.629821785297008,5.0,0,0.625,0.644,0.0044,0.430022364,19.42
soybean,118,29.89,30.16,600.9,93.5,67.9,6.38,14.3,85.1,24.1,83.4,39.073278142631196,36.123789023206044,29.565327437352998,4,0.525,0.543,0.0057,1.174763897,27.54
soybean,98,17.84,17.85,722.0,80.8,83.4,6.97,16.1,136.9,19.7,205.2,53.42788645884493,55.60320053964401,25.08569200179364,3,0.873,0.873,0.0017,2.073112759,37.34
groundnut,137,14.34,25.81,495.0,55.4,77.5,8.02,57.4,174.8,24.6,313.2,5.0,31.08575600765344,5.0,1,0.457,0.762,0.0186,0.713616038,22.51
soybean,105,24.0,11.52,944.9,170.6,74.4,5.35,47.3,88.6,10.5,281.0,63.632193728812304,47.33104557823123,5.0,0,0.9,0.9,0.0038,1.734923153,33.65
sunflower,95,20.79,16.92,413.7,76.4,87.7,6.3,18.2,147.4,33.4,157.9,65.86789879874136,49.72738680622288,55.977548980293236,1,0.9,0.9,0.0031,2.268059615,39.47
mustard,107,28.32,34.19,860.4,200.1,57.5,7.33,29.0,176.9,22.4,351.8,5.0,15.307504480780334,5.0,5,0.808,0.808,0.0021,0.430022364,19.42
groundnut,140,31.23,26.08,656.1,218.5,71.5,6.16,32.9,191.7,24.9,118.4,5.0,21.173780252369337,9.853347531162038,4,0.614,0.898,0.0068,0.882842425,24.36
soybean,118,19.09,22.53,799.5,229.7,84.9,5.46,8.1,169.7,19.0,215.9,36.31227914027113,43.824896055264965,8.112807545104404,4,0.885,0.885,0.0022,1.68885398,33.15
